ProductKey,ProductSubcategoryKey,Product,Color,Model,Subcategory,Category,,,,,,
249,14,"HL Road Frame - Red, 52",Red,HL Road Frame,Road Frames,Components,,,,,,
250,14,"HL Road Frame - Red, 56",Red,HL Road Frame,Road Frames,Components,,,,,,
251,14,"HL Road Frame - Red, 56",Red,HL Road Frame,Road Frames,Components,,,,,,
252,14,"HL Road Frame - Red, 56",Red,HL Road Frame,Road Frames,Components,,,,,,
253,14,"LL Road Frame - Black, 58",Black,LL Road Frame,Road Frames,Components,,,,,,
254,14,"LL Road Frame - Black, 58",Black,LL Road Frame,Road Frames,Components,,,,,,
255,14,"LL Road Frame - Black, 58",Black,LL Road Frame,Road Frames,Components,,,,,,
256,14,"LL Road Frame - Black, 60",Black,LL Road Frame,Road Frames,Components,,,,,,
257,14,"LL Road Frame - Black, 60",Black,LL Road Frame,Road Frames,Components,,,,,,
258,14,"LL Road Frame - Black, 60",Black,LL Road Frame,Road Frames,Components,,,,,,
259,14,"LL Road Frame - Black, 62",Black,LL Road Frame,Road Frames,Components,,,,,,
260,14,"LL Road Frame - Black, 62",Black,LL Road Frame,Road Frames,Components,,,,,,
261,14,"LL Road Frame - Black, 62",Black,LL Road Frame,Road Frames,Components,,,,,,
262,14,"LL Road Frame - Red, 44",Red,LL Road Frame,Road Frames,Components,,,,,,
263,14,"LL Road Frame - Red, 44",Red,LL Road Frame,Road Frames,Components,,,,,,
264,14,"LL Road Frame - Red, 48",Red,LL Road Frame,Road Frames,Components,,,,,,
265,14,"LL Road Frame - Red, 48",Red,LL Road Frame,Road Frames,Components,,,,,,
266,14,"LL Road Frame - Red, 52",Red,LL Road Frame,Road Frames,Components,,,,,,
267,14,"LL Road Frame - Red, 52",Red,LL Road Frame,Road Frames,Components,,,,,,
268,14,"LL Road Frame - Red, 58",Red,LL Road Frame,Road Frames,Components,,,,,,
269,14,"LL Road Frame - Red, 58",Red,LL Road Frame,Road Frames,Components,,,,,,
270,14,"LL Road Frame - Red, 60",Red,LL Road Frame,Road Frames,Components,,,,,,
271,14,"LL Road Frame - Red, 60",Red,LL Road Frame,Road Frames,Components,,,,,,
272,14,"LL Road Frame - Red, 62",Red,LL Road Frame,Road Frames,Components,,,,,,
273,14,"LL Road Frame - Red, 62",Red,LL Road Frame,Road Frames,Components,,,,,,
274,14,"ML Road Frame - Red, 44",Red,ML Road Frame,Road Frames,Components,,,,,,
275,14,"ML Road Frame - Red, 48",Red,ML Road Frame,Road Frames,Components,,,,,,
276,14,"ML Road Frame - Red, 52",Red,ML Road Frame,Road Frames,Components,,,,,,
277,14,"ML Road Frame - Red, 58",Red,ML Road Frame,Road Frames,Components,,,,,,
278,14,"ML Road Frame - Red, 60",Red,ML Road Frame,Road Frames,Components,,,,,,
279,14,"LL Road Frame - Black, 44",Black,LL Road Frame,Road Frames,Components,,,,,,
280,14,"LL Road Frame - Black, 44",Black,LL Road Frame,Road Frames,Components,,,,,,
281,14,"LL Road Frame - Black, 44",Black,LL Road Frame,Road Frames,Components,,,,,,
282,14,"LL Road Frame - Black, 48",Black,LL Road Frame,Road Frames,Components,,,,,,
283,14,"LL Road Frame - Black, 48",Black,LL Road Frame,Road Frames,Components,,,,,,
284,14,"LL Road Frame - Black, 48",Black,LL Road Frame,Road Frames,Components,,,,,,
285,14,"LL Road Frame - Black, 52",Black,LL Road Frame,Road Frames,Components,,,,,,
286,14,"LL Road Frame - Black, 52",Black,LL Road Frame,Road Frames,Components,,,,,,
287,14,"LL Road Frame - Black, 52",Black,LL Road Frame,Road Frames,Components,,,,,,
426,12,"ML Mountain Frame - Black, 40",Black,ML Mountain Frame,Mountain Frames,Components,,,,,,
427,12,"ML Mountain Frame - Black, 44",Black,ML Mountain Frame,Mountain Frames,Components,,,,,,
428,12,"ML Mountain Frame - Black, 48",Black,ML Mountain Frame,Mountain Frames,Components,,,,,,
429,14,"ML Road Frame-W - Yellow, 40",Yellow,ML Road Frame-W,Road Frames,Components,,,,,,
430,14,"ML Road Frame-W - Yellow, 40",Yellow,ML Road Frame-W,Road Frames,Components,,,,,,
431,14,"ML Road Frame-W - Yellow, 42",Yellow,ML Road Frame-W,Road Frames,Components,,,,,,
432,14,"ML Road Frame-W - Yellow, 42",Yellow,ML Road Frame-W,Road Frames,Components,,,,,,
433,14,"ML Road Frame-W - Yellow, 44",Yellow,ML Road Frame-W,Road Frames,Components,,,,,,
434,14,"ML Road Frame-W - Yellow, 44",Yellow,ML Road Frame-W,Road Frames,Components,,,,,,
435,14,"ML Road Frame-W - Yellow, 48",Yellow,ML Road Frame-W,Road Frames,Components,,,,,,
436,14,"ML Road Frame-W - Yellow, 48",Yellow,ML Road Frame-W,Road Frames,Components,,,,,,
437,14,"HL Road Frame - Black, 62",Black,HL Road Frame,Road Frames,Components,,,,,,
438,14,"HL Road Frame - Black, 62",Black,HL Road Frame,Road Frames,Components,,,,,,
439,14,"HL Road Frame - Black, 44",Black,HL Road Frame,Road Frames,Components,,,,,,
440,14,"HL Road Frame - Black, 44",Black,HL Road Frame,Road Frames,Components,,,,,,
441,14,"HL Road Frame - Black, 48",Black,HL Road Frame,Road Frames,Components,,,,,,
442,14,"HL Road Frame - Black, 48",Black,HL Road Frame,Road Frames,Components,,,,,,
443,14,"HL Road Frame - Black, 52",Black,HL Road Frame,Road Frames,Components,,,,,,
444,14,"HL Road Frame - Black, 52",Black,HL Road Frame,Road Frames,Components,,,,,,
492,16,"HL Touring Frame - Yellow, 60",Yellow,HL Touring Frame,Touring Frames,Components,,,,,,
494,16,"HL Touring Frame - Yellow, 46",Yellow,HL Touring Frame,Touring Frames,Components,,,,,,
495,16,"HL Touring Frame - Yellow, 50",Yellow,HL Touring Frame,Touring Frames,Components,,,,,,
496,16,"HL Touring Frame - Yellow, 54",Yellow,HL Touring Frame,Touring Frames,Components,,,,,,
497,16,"HL Touring Frame - Blue, 46",Blue,HL Touring Frame,Touring Frames,Components,,,,,,
498,16,"HL Touring Frame - Blue, 50",Blue,HL Touring Frame,Touring Frames,Components,,,,,,
499,16,"HL Touring Frame - Blue, 54",Blue,HL Touring Frame,Touring Frames,Components,,,,,,
500,16,"HL Touring Frame - Blue, 60",Blue,HL Touring Frame,Touring Frames,Components,,,,,,
502,16,"LL Touring Frame - Blue, 50",Blue,LL Touring Frame,Touring Frames,Components,,,,,,
503,16,"LL Touring Frame - Blue, 54",Blue,LL Touring Frame,Touring Frames,Components,,,,,,
504,16,"LL Touring Frame - Blue, 58",Blue,LL Touring Frame,Touring Frames,Components,,,,,,
505,16,"LL Touring Frame - Blue, 62",Blue,LL Touring Frame,Touring Frames,Components,,,,,,
510,16,"LL Touring Frame - Blue, 44",Blue,LL Touring Frame,Touring Frames,Components,,,,,,
511,12,"ML Mountain Frame-W - Silver, 40",Silver,ML Mountain Frame-W,Mountain Frames,Components,,,,,,
512,12,"ML Mountain Frame-W - Silver, 42",Silver,ML Mountain Frame-W,Mountain Frames,Components,,,,,,
513,12,"ML Mountain Frame-W - Silver, 46",Silver,ML Mountain Frame-W,Mountain Frames,Components,,,,,,
514,6,Rear Brakes,Silver,Rear Brakes,Brakes,Components,,,,,,
524,12,"LL Mountain Frame - Silver, 42",Silver,LL Mountain Frame,Mountain Frames,Components,,,,,,
525,12,"LL Mountain Frame - Silver, 44",Silver,LL Mountain Frame,Mountain Frames,Components,,,,,,
526,12,"LL Mountain Frame - Silver, 48",Silver,LL Mountain Frame,Mountain Frames,Components,,,,,,
527,12,"LL Mountain Frame - Silver, 52",Silver,LL Mountain Frame,Mountain Frames,Components,,,,,,
531,12,"LL Mountain Frame - Black, 42",Black,LL Mountain Frame,Mountain Frames,Components,,,,,,
532,12,"LL Mountain Frame - Black, 44",Black,LL Mountain Frame,Mountain Frames,Components,,,,,,
533,12,"LL Mountain Frame - Black, 48",Black,LL Mountain Frame,Mountain Frames,Components,,,,,,
534,12,"LL Mountain Frame - Black, 52",Black,LL Mountain Frame,Mountain Frames,Components,,,,,,
552,9,Front Derailleur,Silver,Front Derailleur,Derailleurs,Components,,,,,,
555,6,Front Brakes,Silver,Front Brakes,Brakes,Components,,,,,,
556,8,LL Crankset,Black,LL Crankset,Cranksets,Components,,,,,,
557,8,ML Crankset,Black,ML Crankset,Cranksets,Components,,,,,,
558,8,HL Crankset,Black,HL Crankset,Cranksets,Components,,,,,,
601,5,LL Bottom Bracket,NA,LL Bottom Bracket,Bottom Brackets,Components,,,,,,
602,5,ML Bottom Bracket,NA,ML Bottom Bracket,Bottom Brackets,Components,,,,,,
603,5,HL Bottom Bracket,NA,HL Bottom Bracket,Bottom Brackets,Components,,,,,,
591,1,"Mountain-500 Silver, 40",Silver,Mountain-500,Mountain Bikes,Bikes,,,,,,
592,1,"Mountain-500 Silver, 42",Silver,Mountain-500,Mountain Bikes,Bikes,,,,,,
593,1,"Mountain-500 Silver, 44",Silver,Mountain-500,Mountain Bikes,Bikes,,,,,,
594,1,"Mountain-500 Silver, 48",Silver,Mountain-500,Mountain Bikes,Bikes,,,,,,
595,1,"Mountain-500 Silver, 52",Silver,Mountain-500,Mountain Bikes,Bikes,,,,,,
596,1,"Mountain-500 Black, 40",Black,Mountain-500,Mountain Bikes,Bikes,,,,,,
597,1,"Mountain-500 Black, 42",Black,Mountain-500,Mountain Bikes,Bikes,,,,,,
598,1,"Mountain-500 Black, 44",Black,Mountain-500,Mountain Bikes,Bikes,,,,,,
599,1,"Mountain-500 Black, 48",Black,Mountain-500,Mountain Bikes,Bikes,,,,,,
600,1,"Mountain-500 Black, 52",Black,Mountain-500,Mountain Bikes,Bikes,,,,,,
